id,REF_1,REF_10,REF_11,REF_2,REF_3,REF_4,REF_5,REF_6,REF_7,REF_8,REF_9,REF_Heizungstausch,REF_Thermische_Sanierung,REF_Year,REF_COUNT
283,,,,,,,,,,,,0,0,,0
284,,,,,,,,,,,,0,0,,0
285,,,,,,,,,,,,0,0,,0
286,,,,,,,,,,,,0,0,,0
287,,,,,,,,,,,,0,0,,0
288,,,,,,,,,,,,0,0,,0
289,,,,,,,,,,,,0,0,,0
290,,,,,,,,,,,,0,0,,0
291,,,,,,,,,,,,0,0,,0
292,,,,,,,,,,,,0,0,,0
293,,,,,,,,,,,,0,0,,0
294,,,,,,,,,,,,0,0,,0
295,,,,,,,,,,,,0,0,,0
296,,,,,,,,,,,,0,0,,0
297,,,,,,,,,,,,0,0,,0
298,,,,,,,,,,,,0,0,,0
299,,,,,,,,,,,,0,0,,0
300,,,,,,,,,,,,0,0,,0
301,,,,,,,,,,,,0,0,,0
302,,,,,,,,,,,,0,0,,0
303,0,1,1,0,0,0,0,1,1,1,1,0,0,2020,6
304,0,0,,0,0,0,0,0,1,0,0,0,0,2020,1
305,0,0,0,0,0,0,0,0,1,1,0,0,0,,2
306,0,0,0,0,0,0,0,0,1,1,0,0,0,2016,2
307,0,,,0,0,0,0,0,0,1,1,0,0,2022,2
308,0,0,0,0,0,0,0,0,0,1,1,0,0,2010,2
309,,,,,,,,,,,,0,0,,0
310,,,,,,,,,,,,0,0,,0
311,,,,,,,,,,,,0,0,,0
312,,,,,,,,,,,,0,0,,0
313,,,,,,,,,,,,0,0,,0
314,,,,,,,,,,,,0,0,,0
315,1,0,,1,1,1,1,0,1,0,0,1,1,2012,6
316,1,0,,1,1,1,1,0,0,1,1,1,1,2016,7
317,0,0,0,1,0,1,1,0,0,0,0,1,1,2020,3
318,0,1,,1,1,1,1,1,1,0,0,1,1,2010,7
319,0,0,,0,0,1,1,1,1,1,1,1,1,2022,6
320,0,0,0,1,0,1,1,1,0,0,0,1,1,2023,4
321,1,0,,0,0,1,1,1,1,0,0,1,1,2017,5
322,0,0,,1,0,1,1,1,1,0,0,1,1,2012,5
323,0,0,,1,0,1,1,1,0,0,0,1,1,2015,4
324,1,0,,1,1,0,1,0,1,1,0,1,1,2017,6
325,0,0,0,1,0,0,1,0,0,0,0,1,1,2019,2
326,0,0,,0,0,1,1,0,0,0,0,1,1,2021,2
327,1,0,,1,0,1,1,1,0,1,1,1,1,2021,7
328,0,1,0,1,0,0,1,1,1,1,1,1,1,2020,7
329,0,0,,0,0,1,1,1,0,1,0,1,1,2022,4
330,0,0,,0,0,0,1,0,0,0,0,1,0,2019,1
331,0,0,,0,0,0,1,0,1,0,0,1,0,2010,2
332,0,0,0,0,0,0,1,0,0,0,0,1,0,2018,1
333,0,0,0,0,0,0,1,1,1,1,1,1,0,2022,5
334,1,0,,1,1,1,0,1,1,0,0,0,1,,6
335,0,,,1,0,1,0,1,1,1,0,0,1,2020,5
336,0,0,0,0,1,1,0,0,0,0,0,0,1,vor 2010,2
337,0,0,0,1,0,0,0,0,1,1,0,0,1,2023,3
338,,,,,,,,,,,,0,0,,0
339,,,,,,,,,,,,0,0,,0
340,,,,,,,,,,,,0,0,,0
341,,,,,,,,,,,,0,0,,0
342,,,,,,,,,,,,0,0,,0
343,,,,,,,,,,,,0,0,,0
344,,,,,,,,,,,,0,0,,0
345,,,,,,,,,,,,0,0,,0
346,,,,,,,,,,,,0,0,,0
347,,,,,,,,,,,,0,0,,0
348,,,,,,,,,,,,0,0,,0
349,,,,,,,,,,,,0,0,,0
350,0,0,0,0,0,0,0,0,0,1,1,0,0,2022,2
351,0,0,,0,0,0,0,0,0,0,0,0,0,2020,0
352,0,0,0,0,0,0,0,0,0,1,0,0,0,2022,1
353,,,,,,,,,,,,0,0,,0
354,,,,,,,,,,,,0,0,,0
355,1,0,,1,1,1,1,0,1,0,0,1,1,2015,6
356,0,1,,0,0,0,1,0,0,1,0,1,0,2018,3
357,1,1,,1,1,1,0,0,0,1,1,0,1,2018,7
358,,,,,,,,,,,,0,0,,0
359,,,,,,,,,,,,0,0,,0
360,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,0
361,,,,,,,,,,,,0,0,,0
362,1,1,,1,1,1,1,0,0,1,1,1,1,2019,8
363,1,0,,1,0,1,1,0,0,1,0,1,1,2022,5
364,1,0,,1,0,1,1,0,1,1,0,1,1,2022,6
365,0,0,,0,0,0,1,0,0,0,0,1,0,2021,1
366,0,1,,0,0,0,1,0,0,1,0,1,0,2021,3
367,1,0,,1,1,1,1,1,1,1,0,1,1,2021,8
368,1,0,,1,1,1,1,1,0,1,1,1,1,2016,8
369,1,1,,1,1,1,1,0,0,1,1,1,1,2016,8
370,0,,1,0,0,1,1,1,1,1,1,1,1,2023,7
371,0,0,,1,0,1,1,1,1,0,0,1,1,2010,5
372,1,0,,0,1,1,1,1,0,0,0,1,1,2013,5
373,1,0,,1,0,1,1,0,1,0,0,1,1,2012,5
374,0,0,,1,0,1,1,0,1,1,0,1,1,,5
375,0,0,,1,1,1,1,1,1,0,0,1,1,,6
376,0,0,0,1,1,1,1,0,1,0,0,1,1,2020,5
377,0,1,,0,0,1,1,0,0,1,1,1,1,2023,5
378,1,,0,1,0,1,1,0,0,1,0,1,1,vor 2010,5
379,1,0,,0,0,0,1,1,1,0,0,1,1,2021,4
380,0,0,0,1,0,0,1,0,1,1,0,1,1,2021,4
381,1,1,,1,0,1,1,0,0,1,0,1,1,2021,6
382,1,0,0,1,0,1,1,0,1,1,1,1,1,2023,7
383,0,0,,0,0,1,1,1,0,0,0,1,1,2021,3
384,1,,,1,0,1,1,1,1,1,1,1,1,2023,8
385,1,0,,1,0,0,1,0,0,1,0,1,1,2022,4
386,1,0,,0,0,0,1,0,1,1,0,1,1,2019,4
387,1,,,0,0,1,1,0,1,1,,1,1,2022,5
388,0,0,,0,0,0,1,0,0,1,0,1,0,2022,2
389,0,0,,0,0,0,1,1,1,1,0,1,0,2023,4
390,0,0,0,0,0,0,1,0,1,0,0,1,0,2021,2
391,0,0,1,0,0,0,1,1,0,1,0,1,0,,4
392,0,0,0,0,0,0,1,0,0,1,0,1,0,2019,2
393,0,,0,0,0,0,1,0,0,0,1,1,0,2022,2
394,1,0,,1,0,1,0,1,0,1,0,0,1,2016,5
395,1,0,0,0,0,1,0,0,0,0,0,0,1,2020,2
396,1,1,0,1,1,0,0,0,0,1,1,0,1,2022,6
397,1,0,,1,0,1,0,1,0,1,1,0,1,2021,6
398,1,0,,1,0,1,0,0,0,1,0,0,1,2022,4
399,0,0,,0,1,0,0,0,0,1,1,0,1,2023,3
400,,,,,,,,,,,,0,0,,0
401,,,,,,,,,,,,0,0,,0
402,,,,,,,,,,,,0,0,,0
403,,,,,,,,,,,,0,0,,0
404,,,,,,,,,,,,0,0,,0
405,,,,,,,,,,,,0,0,,0
406,,,,,,,,,,,,0,0,,0
407,0,0,0,0,0,0,0,0,1,0,0,0,0,vor 2010,1
408,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
409,0,1,,0,0,0,0,0,0,1,1,0,0,,3
410,0,1,,0,0,0,0,0,0,1,1,0,0,2023,3
411,,,,,,,,,,,,0,0,,0
412,,,,,,,,,,,,0,0,,0
413,0,0,1,0,0,0,1,0,1,0,0,1,0,2022,3
414,1,0,1,1,1,1,1,1,1,0,0,1,1,2023,8
415,0,1,0,0,0,0,1,0,0,0,0,1,0,2017,2
416,0,0,0,0,0,0,1,0,0,0,0,1,0,2021,1
417,,,,,,,,,,,,0,0,,0
418,,,,,,,,,,,,0,0,,0
419,,,,,,,,,,,,0,0,,0
420,,,,,,,,,,,,0,0,,0
421,0,0,0,0,0,0,0,0,1,1,1,0,0,2023,3
422,,,,,,,,,,,,0,0,,0
423,0,0,,0,0,1,1,0,0,1,0,1,1,2021,3
424,1,0,1,1,1,0,1,1,1,1,1,1,1,2011,9
425,0,0,,0,0,0,1,0,0,0,0,1,0,2019,1
426,0,0,,0,0,0,0,0,0,1,0,0,0,2023,1
427,0,0,,1,0,0,1,0,1,0,0,1,1,2012,3
428,1,0,,1,0,0,1,1,1,0,0,1,1,2013,5
429,1,0,,1,1,0,1,0,0,0,,1,1,2013,4
430,1,0,,1,0,1,1,0,0,1,0,1,1,vor 2010,5
431,1,0,0,0,0,1,1,0,0,1,1,1,1,2018,5
432,0,0,,1,1,1,1,1,1,1,0,1,1,2022,7
433,1,0,,1,0,1,1,1,1,1,0,1,1,2014,7
434,0,0,,1,1,1,1,0,1,0,0,1,1,2020,5
435,0,0,,0,0,1,1,0,0,1,0,1,1,2022,3
436,1,0,,1,1,0,1,0,0,0,0,1,1,2017,4
437,0,0,,1,0,0,1,0,0,1,0,1,1,2023,3
438,0,0,0,0,0,0,1,1,0,0,0,1,0,vor 2010,2
439,0,0,,0,0,0,1,0,0,1,,1,0,2021,2
440,0,1,,0,0,0,1,0,1,1,1,1,0,2023,5
441,1,0,,1,1,1,0,0,1,0,0,0,1,2020,5
442,1,0,1,1,1,1,0,1,1,0,0,0,1,2022,7
443,1,0,,1,0,1,0,0,1,0,0,0,1,,4
444,,,,,,,,,,,,0,0,,0
445,,,,,,,,,,,,0,0,,0
446,,,,,,,,,,,,0,0,,0
447,,,,,,,,,,,,0,0,,0
448,,,,,,,,,,,,0,0,,0
449,,,,,,,,,,,,0,0,,0
450,,,,,,,,,,,,0,0,,0
451,,,,,,,,,,,,0,0,,0
452,0,1,0,0,0,0,0,0,1,0,0,0,0,2016,2
453,0,0,,0,0,0,0,0,1,0,0,0,0,2013,1
454,0,0,,0,0,0,0,0,0,1,0,0,0,2021,1
455,0,0,,0,0,0,0,0,1,1,0,0,0,,2
456,1,1,,1,1,1,1,1,0,1,0,1,1,vor 2010,8
457,0,0,0,1,0,1,1,1,0,0,0,1,1,vor 2010,4
458,0,0,,1,0,0,1,0,1,1,0,1,1,2022,4
459,1,0,,1,1,0,1,0,0,0,0,1,1,2013,4
460,0,0,,0,0,1,1,0,0,0,0,1,1,2020,2
461,0,1,,1,0,1,1,1,1,1,0,1,1,2021,7
462,0,1,,0,1,0,1,1,1,1,0,1,1,2021,6
463,0,0,0,0,0,0,1,0,0,0,0,1,0,2019,1
464,1,0,,1,1,1,0,1,1,1,1,0,1,2021,8
465,0,0,,0,0,0,0,0,0,1,0,0,0,2022,1
466,1,0,,1,1,1,1,1,1,0,0,1,1,,7
467,1,0,,1,1,1,1,0,1,1,0,1,1,2018,7
468,1,1,,1,1,1,1,0,0,1,0,1,1,2022,7
469,1,1,,1,1,1,1,1,0,1,1,1,1,2016,9
470,1,0,,1,0,0,1,1,0,0,0,1,1,2021,4
471,1,1,,0,0,1,1,1,1,1,1,1,1,2021,8
472,0,0,0,0,0,1,1,1,1,0,0,1,1,,4
473,1,0,,0,0,1,1,1,0,0,0,1,1,2022,4
474,0,0,,1,0,0,1,0,1,0,0,1,1,2022,3
475,0,1,,0,0,0,1,0,0,1,0,1,0,2016,3
476,0,1,0,0,0,0,1,0,0,1,0,1,0,2021,3
477,0,0,,1,0,1,0,0,0,0,0,0,1,2021,2
478,0,,,1,0,1,0,0,1,0,0,0,1,2021,3
479,,,,,,,,,,,,0,0,,0
480,,,,,,,,,,,,0,0,,0
481,1,0,,1,1,1,1,1,0,0,0,1,1,2012,6
482,1,0,,1,1,1,1,0,0,0,0,1,1,,5
483,1,0,,1,1,1,1,1,0,0,0,1,1,,6
484,1,0,,1,0,1,1,1,0,0,0,1,1,vor 2010,5
485,1,0,,1,1,0,1,0,1,0,0,1,1,2013,5
486,1,0,,1,0,1,1,0,0,0,0,1,1,vor 2010,4
487,1,0,,1,0,0,1,0,0,0,0,1,1,2015,3
488,1,1,,1,0,0,1,1,1,0,0,1,1,2022,6
489,1,1,0,0,1,1,1,1,1,1,1,1,1,2012,9
490,0,0,0,1,0,0,1,0,0,1,0,1,1,2021,3
491,0,1,0,0,0,0,1,0,0,1,0,1,0,,3
492,0,0,,0,0,0,1,1,1,1,0,1,0,2020,4
493,0,1,0,0,0,0,1,0,0,1,0,1,0,2022,3
494,0,0,,1,1,1,0,1,1,0,0,0,1,2023,5
495,,,,,,,,,,,,0,0,,0
496,,,,,,,,,,,,0,0,,0
497,,,,,,,,,,,,0,0,,0
498,,,,,,,,,,,,0,0,,0
499,,,,,,,,,,,,0,0,,0
500,,,,,,,,,,,,0,0,,0
501,,,,,,,,,,,,0,0,,0
502,,,,,,,,,,,,0,0,,0
503,,,,,,,,,,,,0,0,,0
504,,,,,,,,,,,,0,0,,0
505,0,1,,0,0,0,0,0,0,1,1,0,0,2022,3
506,0,0,,0,0,0,0,0,1,0,0,0,0,2010,1
507,,,,,,,,,,,,0,0,,0
508,1,0,,1,1,1,1,0,1,1,1,1,1,2021,8
509,0,0,,0,0,1,1,0,1,1,1,1,1,2021,5
510,0,0,,0,0,0,1,0,1,1,1,1,0,2019,4
511,0,0,,0,0,0,1,0,0,0,0,1,0,2014,1
512,0,0,,1,0,0,0,0,1,1,0,0,1,2019,3
513,,,,,,,,,,,,0,0,,0
514,,,,,,,,,,,,0,0,,0
515,,,,,,,,,,,,0,0,,0
516,,,,,,,,,,,,0,0,,0
517,,,,,,,,,,,,0,0,,0
518,0,0,0,0,0,0,0,0,0,1,0,0,0,2021,1
519,1,0,,1,0,1,1,1,1,1,1,1,1,2016,8
520,1,1,0,1,0,1,1,0,1,1,1,1,1,2022,8
521,0,1,,0,0,0,1,1,1,1,1,1,0,2023,6
522,0,1,,1,0,1,0,0,1,0,0,0,1,2021,4
523,,,,,,,,,,,,0,0,,0
524,1,0,,1,0,1,1,0,1,0,0,1,1,vor 2010,5
525,,,,,,,,,,,,0,0,,0
526,0,0,,0,0,0,1,1,1,1,0,1,0,2020,4
527,0,1,,0,0,0,1,1,1,1,0,1,0,2023,5
528,1,1,1,1,0,1,0,1,1,1,1,0,1,,9
529,,,,,,,,,,,,0,0,,0
530,,,,,,,,,,,,0,0,,0
531,0,0,,0,0,0,0,0,1,1,1,0,0,2022,3
532,,,,,,,,,,,,0,0,,0
533,,,,,,,,,,,,0,0,,0
534,1,0,1,1,1,1,1,0,0,1,0,1,1,2020,7
535,0,0,,0,0,1,1,0,0,1,0,1,1,2020,3
536,0,0,0,0,0,0,1,0,1,0,0,1,0,2017,2
537,,,,,,,,,,,,0,0,,0
538,,,,,,,,,,,,0,0,,0
539,,,,,,,,,,,,0,0,,0
540,1,0,,1,0,1,0,0,0,0,0,0,1,2021,3
541,,,,,,,,,,,,0,0,,0
542,0,0,,1,0,0,1,0,1,1,1,1,1,2022,5
543,1,0,0,1,0,1,0,1,1,1,0,0,1,2014,6
544,,,,,,,,,,,,0,0,,0
545,,,,,,,,,,,,0,0,,0
546,0,,0,0,0,0,0,0,0,1,0,0,0,,1
547,1,1,,1,0,1,1,0,1,1,0,1,1,2021,7
548,0,1,,0,0,1,1,0,0,0,0,1,1,2012,3
549,1,0,,0,0,1,1,1,0,1,1,1,1,2023,6
550,0,0,1,0,0,1,1,0,1,1,0,1,1,2020,5
551,0,0,0,0,1,0,1,0,0,1,0,1,1,2013,3
552,1,0,0,1,1,1,0,1,1,1,0,0,1,2022,7
553,0,0,,1,1,1,0,0,1,0,0,0,1,2020,4
554,,,,,,,,,,,,0,0,,0
555,,,,,,,,,,,,0,0,,0
556,,,,,,,,,,,,0,0,,0
557,1,0,,0,0,1,1,0,1,0,0,1,1,2021,4
558,0,1,,0,0,0,0,0,1,1,1,0,0,2023,4
559,0,0,,0,0,0,1,0,1,1,1,1,0,2023,4
560,0,0,,0,0,0,1,1,0,1,1,1,0,2022,4
561,1,0,,1,0,1,1,1,1,0,0,1,1,2014,6
562,0,0,0,1,0,1,1,0,1,0,0,1,1,2013,4
563,1,0,,1,1,0,1,0,1,1,0,1,1,2022,6
564,0,0,,0,0,0,1,1,0,1,1,1,0,2021,4
565,0,,,0,0,0,1,0,0,0,0,1,0,2020,1
566,,,,,,,,,,,,0,0,,0
567,0,1,,0,0,0,0,0,1,1,1,0,0,2022,4
568,,,,,,,,,,,,0,0,,0
569,0,0,0,0,0,0,0,1,0,1,0,0,0,2023,2
570,1,1,,1,1,1,1,0,0,1,0,1,1,2021,7
571,0,1,,1,0,0,1,0,1,1,1,1,1,2010,6
572,0,0,,1,0,1,0,0,1,1,0,0,1,2020,4
573,,,,,,,,,,,,0,0,,0
574,,,,,,,,,,,,0,0,,0
575,0,0,,0,0,0,0,0,0,1,0,0,0,2023,1
576,0,0,0,0,0,0,1,0,0,0,0,1,0,2020,1
577,,,,,,,,,,,,0,0,,0
578,,,,,,,,,,,,0,0,,0
579,1,0,,1,0,1,1,0,0,0,0,1,1,2013,4
580,1,0,0,1,1,1,1,1,1,0,0,1,1,vor 2010,7
581,0,,,0,0,0,1,0,0,1,0,1,0,vor 2010,2
582,0,0,,0,0,0,1,0,1,0,0,1,0,2016,2
583,1,0,,1,1,1,1,0,0,0,0,1,1,2020,5
584,1,0,,1,0,0,1,0,1,1,0,1,1,2022,5
585,1,0,,1,0,1,1,1,0,0,0,1,1,,5
586,0,0,,1,1,1,1,0,0,0,0,1,1,2022,4
587,0,0,,1,0,0,1,0,0,1,0,1,1,2023,3
588,0,0,,1,0,0,1,1,0,0,0,1,1,2022,3
589,0,0,,0,1,0,1,0,1,0,0,1,1,2021,3
590,0,0,,1,1,0,1,0,1,1,1,1,1,2015,6
591,0,1,,1,0,1,1,1,0,1,0,1,1,2020,6
592,1,0,,0,0,1,1,1,1,1,0,1,1,2012,6
593,0,0,0,0,0,0,1,0,1,0,0,1,0,2020,2
594,0,0,0,0,0,0,1,1,0,0,0,1,0,2020,2
595,0,0,,0,0,0,1,0,0,0,0,1,0,2014,1
596,1,0,,1,1,1,0,1,1,0,0,0,1,2012,6
597,0,0,,0,0,1,0,0,1,1,1,0,1,2022,4
598,1,0,,1,0,1,0,0,0,0,0,0,1,2022,3
599,0,0,,0,0,1,0,0,0,1,0,0,1,2022,2
600,1,1,,1,1,0,0,1,0,1,0,0,1,2021,6
601,,,,,,,,,,,,0,0,,0
602,,,,,,,,,,,,0,0,,0
603,,,,,,,,,,,,0,0,,0
604,,,,,,,,,,,,0,0,,0
605,,,,,,,,,,,,0,0,,0
606,,,,,,,,,,,,0,0,,0
607,,,,,,,,,,,,0,0,,0
608,,,,,,,,,,,,0,0,,0
609,,,,,,,,,,,,0,0,,0
610,,,,,,,,,,,,0,0,,0
611,,,,,,,,,,,,0,0,,0
612,0,1,1,0,0,0,0,1,1,1,1,0,0,2021,6
613,0,0,1,0,0,0,0,0,1,1,1,0,0,2018,4
614,,,,,,,,,,,,0,0,,0
615,1,0,0,1,0,1,0,0,1,1,0,0,1,2020,5
616,,,,,,,,,,,,0,0,,0
617,1,0,0,1,1,1,1,0,1,1,1,1,1,2023,8
618,1,0,0,1,1,1,1,0,1,1,0,1,1,2014,7
619,0,0,,0,0,1,1,0,0,0,0,1,1,2021,2
620,1,1,,0,0,0,1,0,0,1,1,1,1,2021,5
621,1,1,,0,0,0,1,0,0,1,1,1,1,2021,5
622,0,0,,1,1,1,1,1,1,0,0,1,1,2018,6
623,1,0,,1,0,1,1,0,1,1,0,1,1,vor 2010,6
624,1,0,,1,0,0,1,1,1,0,0,1,1,2018,5
625,0,0,,0,0,0,1,0,1,0,0,1,0,2018,2
626,0,0,,0,0,0,1,1,0,1,1,1,0,2018,4
627,0,0,,0,0,0,1,0,0,0,0,1,0,2020,1
628,0,0,,0,0,0,1,0,0,1,0,1,0,2023,2
629,0,0,0,0,0,0,1,0,0,1,1,1,0,2010,3
630,0,0,0,0,0,0,1,0,0,0,0,1,0,2021,1
631,0,1,0,0,0,0,1,0,0,0,0,1,0,2022,2
632,0,1,,0,0,0,1,0,0,1,1,1,0,2022,4
633,0,1,0,0,0,0,1,1,1,1,0,1,0,2011,5
634,0,0,,0,0,0,1,1,0,0,0,1,0,2020,2
635,0,0,0,0,0,0,1,0,0,1,0,1,0,2019,2
636,,,,,,,,,,,,0,0,,0
637,,,,,,,,,,,,0,0,,0
638,0,0,0,0,0,0,0,0,1,0,0,0,0,2012,1
639,,,,,,,,,,,,0,0,,0
640,,,,,,,,,,,,0,0,,0
641,0,0,0,1,1,0,1,0,0,0,0,1,1,2021,3
642,0,0,,1,0,1,1,1,0,0,0,1,1,2020,4
643,,,,,,,,,,,,0,0,,0
644,0,1,1,0,1,0,1,0,1,1,1,1,1,2022,7
645,0,0,,0,0,0,0,0,1,0,0,0,0,2019,1
646,1,1,,1,1,1,1,1,0,1,0,1,1,2019,8
647,0,0,,1,0,1,1,1,0,0,0,1,1,2020,4
648,1,0,,1,0,1,1,0,0,1,1,1,1,2021,6
649,1,0,,1,1,1,1,0,1,0,0,1,1,2015,6
650,1,0,,1,1,1,1,1,0,0,0,1,1,,6
651,1,0,,1,1,1,1,0,1,0,0,1,1,2015,6
652,1,0,,1,1,1,1,1,1,0,0,1,1,2018,7
653,1,0,,1,1,1,1,0,0,0,0,1,1,2021,5
654,1,0,0,1,1,1,1,0,0,0,0,1,1,2021,5
655,1,0,,1,1,1,1,1,1,0,0,1,1,2023,7
656,1,0,,1,1,1,1,0,1,1,1,1,1,vor 2010,8
657,1,0,,1,1,1,1,1,0,1,1,1,1,2022,8
658,1,,,1,1,1,1,1,1,1,,1,1,2016,8
659,1,0,0,1,1,1,1,1,1,0,0,1,1,2012,7
660,1,0,,1,1,1,1,0,1,0,0,1,1,2013,6
661,1,,,1,1,1,1,1,1,1,0,1,1,2020,8
662,1,1,,1,1,1,1,0,0,1,1,1,1,2022,8
663,1,0,,1,1,1,1,0,0,0,0,1,1,2019,5
664,1,1,,1,1,1,1,1,0,1,0,1,1,2022,8
665,1,0,,1,1,1,1,0,1,0,0,1,1,vor 2010,6
666,1,0,,1,1,1,1,0,0,1,0,1,1,2019,6
667,1,0,0,1,1,1,1,0,1,1,0,1,1,2011,7
668,1,0,,1,1,1,1,0,0,0,0,1,1,2020,5
669,1,0,,1,1,1,1,1,1,0,0,1,1,2014,7
670,1,0,,1,1,1,1,1,1,0,0,1,1,,7
671,1,0,,1,1,1,1,0,0,1,0,1,1,,6
672,1,0,,1,1,1,1,1,0,1,0,1,1,2022,7
673,1,0,0,0,0,1,1,0,1,0,0,1,1,2011,4
674,1,0,,1,0,1,1,0,1,0,0,1,1,,5
675,0,0,,1,0,1,1,0,0,1,1,1,1,2023,5
676,1,1,,1,0,0,1,1,1,1,1,1,1,2019,8
677,0,0,,1,0,0,1,0,0,1,0,1,1,2013,3
678,0,1,,1,1,1,1,1,0,1,1,1,1,2022,8
679,0,0,,1,0,0,1,0,0,1,1,1,1,,4
680,0,0,,1,0,0,1,1,0,0,0,1,1,2016,3
681,0,0,0,1,0,1,1,0,1,1,1,1,1,2017,6
682,1,0,,0,0,1,1,0,1,1,0,1,1,2017,5
683,0,0,,0,0,1,1,0,1,0,0,1,1,,3
684,0,0,0,0,0,1,1,0,0,0,0,1,1,2016,2
685,1,0,0,1,0,1,1,1,1,0,0,1,1,vor 2010,6
686,0,0,,0,0,1,1,0,0,1,1,1,1,2020,4
687,0,0,,1,0,0,1,0,1,0,0,1,1,2021,3
688,0,0,0,0,0,1,1,1,0,0,0,1,1,2018,3
689,1,1,0,0,0,1,1,0,0,1,1,1,1,2023,6
690,0,0,,1,0,1,1,1,0,0,0,1,1,2019,4
691,0,0,,1,1,1,1,1,0,0,0,1,1,2022,5
692,0,1,0,0,0,1,1,0,0,0,0,1,1,2011,3
693,1,0,0,1,0,1,1,1,1,0,0,1,1,2015,6
694,1,1,1,1,0,1,1,0,0,1,0,1,1,2023,7
695,1,0,,1,1,0,1,0,1,0,0,1,1,2022,5
696,1,0,,0,0,1,1,0,0,0,0,1,1,2020,3
697,0,0,0,1,0,0,1,0,0,0,0,1,1,2019,2
698,0,1,,1,1,1,1,0,1,0,0,1,1,2022,6
699,0,0,,1,1,0,1,1,0,0,0,1,1,2023,4
700,0,0,,0,0,1,1,0,0,1,0,1,1,2018,3
701,0,0,,1,0,1,1,0,0,0,0,1,1,2019,3
702,0,0,0,1,0,0,1,1,1,1,,1,1,,5
703,1,1,1,1,0,1,1,0,0,1,0,1,1,2022,7
704,0,0,0,1,1,1,1,1,1,0,0,1,1,2018,6
705,1,0,,0,1,1,1,1,0,1,1,1,1,2020,7
706,0,0,0,1,0,1,1,1,0,1,0,1,1,2023,5
707,1,0,0,1,1,0,1,0,1,0,0,1,1,2022,5
708,0,0,0,0,0,1,1,0,0,1,0,1,1,2022,3
709,0,0,0,0,0,1,1,0,0,0,0,1,1,2019,2
710,1,0,,0,0,0,1,0,0,1,0,1,1,2018,3
711,1,0,,1,0,1,1,1,1,1,0,1,1,2011,7
712,1,1,,0,0,1,1,1,1,0,0,1,1,vor 2010,6
713,1,1,,0,0,1,1,1,1,1,1,1,1,2011,8
714,1,1,1,1,1,0,1,0,1,0,0,1,1,2013,7
715,1,0,,1,0,1,1,0,0,0,0,1,1,2018,4
716,0,0,,1,1,1,1,1,1,0,0,1,1,2019,6
717,0,0,0,1,0,0,1,0,1,0,0,1,1,2018,3
718,1,1,,0,0,1,1,1,1,1,1,1,1,2023,8
719,0,0,,1,0,0,1,0,1,1,0,1,1,vor 2010,4
720,1,0,,1,0,1,1,0,1,0,0,1,1,2021,5
721,0,0,0,1,0,0,1,0,0,1,0,1,1,2019,3
722,0,1,,0,0,1,1,0,0,1,0,1,1,2022,4
723,0,0,,1,0,0,1,1,1,0,0,1,1,2016,4
724,1,0,,1,0,1,1,0,1,1,0,1,1,2020,6
725,1,0,,1,0,1,1,1,1,0,0,1,1,,6
726,0,0,0,1,0,1,1,0,0,0,0,1,1,2016,3
727,0,0,,1,0,1,1,0,1,1,0,1,1,2023,5
728,1,0,0,1,0,1,1,1,1,0,0,1,1,2013,6
729,0,0,1,0,0,1,1,0,1,0,0,1,1,2022,4
730,1,1,,1,0,0,1,0,1,1,1,1,1,2023,7
731,1,0,,1,0,1,1,0,0,0,0,1,1,2010,4
732,0,1,,1,0,1,1,1,1,1,1,1,1,2020,8
733,0,0,,1,0,0,1,0,0,1,0,1,1,2022,3
734,0,0,,1,0,0,1,1,1,1,1,1,1,2023,6
735,1,0,0,1,0,1,1,1,1,1,0,1,1,2019,7
736,1,0,0,1,0,1,1,0,1,0,0,1,1,2018,5
737,0,0,,1,1,1,1,0,1,0,0,1,1,vor 2010,5
738,0,,,1,0,0,1,0,1,1,1,1,1,2022,5
739,0,,,1,0,0,1,0,1,1,1,1,1,2022,5
740,0,0,,1,0,1,1,0,1,1,1,1,1,2022,6
741,0,1,,1,0,0,1,0,1,1,1,1,1,,6
742,1,0,,1,1,0,1,1,0,0,0,1,1,2017,5
743,1,0,0,1,0,1,1,1,1,1,1,1,1,2023,8
744,0,1,,1,0,0,1,0,0,1,1,1,1,2023,5
745,0,1,,0,0,1,1,0,1,1,1,1,1,2023,6
746,0,0,0,1,0,1,1,1,1,1,1,1,1,2019,7
747,0,0,1,0,0,1,1,0,1,1,1,1,1,2019,6
748,0,0,,0,1,0,1,0,0,1,1,1,1,2022,4
749,0,0,1,0,1,0,1,0,0,1,0,1,1,2015,4
750,0,0,,1,0,0,1,0,0,0,0,1,1,2021,2
751,0,0,0,1,0,0,1,0,1,1,0,1,1,2015,4
752,0,0,,0,0,0,1,0,1,0,0,1,0,2020,2
753,0,0,,0,0,0,1,1,1,1,0,1,0,2022,4
754,0,0,1,0,0,0,1,1,0,0,0,1,0,2018,3
755,0,1,0,0,0,0,1,0,0,0,0,1,0,2020,2
756,0,0,,0,0,0,1,1,1,1,1,1,0,2023,5
757,0,1,,0,0,0,1,1,0,1,1,1,0,2022,5
758,0,0,,0,0,0,1,0,0,0,0,1,0,2021,1
759,0,,0,0,0,0,1,0,0,0,0,1,0,2020,1
