id,REF_1,REF_10,REF_11,REF_2,REF_3,REF_4,REF_5,REF_6,REF_7,REF_8,REF_9,REF_Heizungstausch,REF_Thermische_Sanierung,REF_Year,REF_COUNT
760,0,0,0,0,0,0,1,0,0,0,0,1,0,2021,1
761,0,0,0,0,0,0,1,0,1,1,1,1,0,2014,4
762,0,,,0,0,0,1,1,1,0,0,1,0,2016,3
763,0,0,,0,0,0,1,0,1,1,0,1,0,2022,3
764,0,0,,0,0,0,1,0,0,0,0,1,0,vor 2010,1
765,0,1,,0,0,0,1,0,0,1,1,1,0,2022,4
766,0,0,,0,0,0,1,0,0,0,0,1,0,2022,1
767,0,0,0,0,0,0,1,0,0,0,0,1,0,2019,1
768,0,0,0,0,0,0,1,0,0,1,0,1,0,2021,2
769,0,0,,0,0,0,1,0,1,0,0,1,0,2021,2
770,0,0,,0,0,0,1,0,1,1,0,1,0,2023,3
771,0,0,,0,0,0,1,0,0,0,0,1,0,2020,1
772,0,0,0,0,0,0,1,0,0,0,0,1,0,2018,1
773,0,0,,0,0,0,1,0,1,0,0,1,0,2014,2
774,0,0,0,0,0,0,1,0,0,1,0,1,0,2021,2
775,0,0,0,0,0,0,1,0,0,0,0,1,0,2015,1
776,0,0,0,0,0,0,1,0,0,0,0,1,0,,1
777,0,0,,0,0,0,1,0,1,1,0,1,0,2022,3
778,0,0,,0,0,0,1,0,1,1,1,1,0,2023,4
779,0,0,0,0,0,0,1,0,0,1,1,1,0,2022,3
780,0,0,,0,0,0,1,0,0,0,0,1,0,2020,1
781,0,0,,0,0,0,1,1,0,0,0,1,0,2014,2
782,0,1,,0,0,0,1,0,1,1,1,1,0,2013,5
783,0,0,,0,0,0,1,1,1,1,0,1,0,2021,4
784,0,0,,0,0,0,1,1,1,1,0,1,0,2018,4
785,0,0,,0,0,0,1,0,0,0,0,1,0,2019,1
786,0,0,0,0,0,0,1,0,0,0,0,1,0,2020,1
787,0,0,0,0,0,0,1,0,0,0,0,1,0,2021,1
788,0,,,0,0,0,1,0,1,0,0,1,0,2021,2
789,0,0,1,0,0,0,1,1,1,1,0,1,0,2011,5
790,0,0,0,0,0,0,1,0,0,0,0,1,0,2021,1
791,0,0,,0,0,0,1,0,0,0,0,1,0,2021,1
792,0,0,,0,0,0,1,0,0,1,1,1,0,2019,3
793,0,0,0,0,0,0,1,0,0,1,1,1,0,2022,3
794,0,1,,0,0,0,1,0,0,1,1,1,0,2020,4
795,0,0,,0,0,0,1,0,0,0,0,1,0,2021,1
796,1,0,,1,1,1,0,1,0,0,0,0,1,2013,5
797,1,0,,1,1,1,0,0,1,0,0,0,1,2020,5
798,1,0,,1,1,1,0,0,0,0,0,0,1,2020,4
799,1,0,0,1,1,1,0,0,1,1,0,0,1,2010,6
800,1,0,,1,1,1,0,0,1,0,0,0,1,2021,5
801,1,1,,1,1,1,0,1,0,1,1,0,1,2021,8
802,1,0,,0,0,1,0,1,0,0,0,0,1,2016,3
803,0,0,1,1,0,1,0,0,0,0,0,0,1,2018,3
804,0,0,,1,1,1,0,0,1,0,0,0,1,vor 2010,4
805,0,0,,1,0,1,0,1,1,0,0,0,1,2016,4
806,1,0,0,0,0,0,0,0,1,0,0,0,1,2019,2
807,0,0,0,1,0,1,0,0,0,1,0,0,1,2022,3
808,0,0,,1,0,0,0,1,1,0,0,0,1,2012,3
809,0,0,0,1,0,0,0,0,1,0,0,0,1,,2
810,0,0,,0,1,0,0,0,0,0,0,0,1,2018,1
811,1,0,,0,1,1,0,0,0,1,0,0,1,2023,4
812,0,0,,1,0,1,0,0,0,1,0,0,1,2021,3
813,0,0,,1,0,1,0,0,1,0,0,0,1,2010,3
814,0,0,,0,0,1,0,0,0,1,0,0,1,2017,2
815,1,0,,1,0,1,0,1,1,0,0,0,1,,5
816,0,0,,1,0,0,0,0,1,0,0,0,1,,2
817,0,0,,1,0,1,0,1,1,1,0,0,1,,5
818,0,1,,1,0,1,0,1,1,1,,0,1,2023,6
819,0,1,0,0,0,1,0,1,0,1,1,0,1,2021,5
820,1,1,,0,0,1,0,0,0,1,1,0,1,2022,5
821,0,1,,1,0,1,0,0,1,1,1,0,1,2023,6
822,0,0,0,0,1,0,0,0,1,0,0,0,1,2014,2
823,1,0,,1,0,0,0,0,0,0,0,0,1,2022,2
824,1,1,,0,0,1,0,0,1,1,1,0,1,2022,6
825,,,,,,,,,,,,0,0,,0
826,,,,,,,,,,,,0,0,,0
827,,,,,,,,,,,,0,0,,0
828,,,,,,,,,,,,0,0,,0
829,,,,,,,,,,,,0,0,,0
830,,,,,,,,,,,,0,0,,0
831,,,,,,,,,,,,0,0,,0
832,,,,,,,,,,,,0,0,,0
833,,,,,,,,,,,,0,0,,0
834,,,,,,,,,,,,0,0,,0
835,,,,,,,,,,,,0,0,,0
836,,,,,,,,,,,,0,0,,0
837,,,,,,,,,,,,0,0,,0
838,,,,,,,,,,,,0,0,,0
839,,,,,,,,,,,,0,0,,0
840,,,,,,,,,,,,0,0,,0
841,,,,,,,,,,,,0,0,,0
842,,,,,,,,,,,,0,0,,0
843,,,,,,,,,,,,0,0,,0
844,,,,,,,,,,,,0,0,,0
845,,,,,,,,,,,,0,0,,0
846,,,,,,,,,,,,0,0,,0
847,,,,,,,,,,,,0,0,,0
848,,,,,,,,,,,,0,0,,0
849,,,,,,,,,,,,0,0,,0
850,,,,,,,,,,,,0,0,,0
851,,,,,,,,,,,,0,0,,0
852,,,,,,,,,,,,0,0,,0
853,,,,,,,,,,,,0,0,,0
854,,,,,,,,,,,,0,0,,0
855,,,,,,,,,,,,0,0,,0
856,,,,,,,,,,,,0,0,,0
857,,,,,,,,,,,,0,0,,0
858,,,,,,,,,,,,0,0,,0
859,,,,,,,,,,,,0,0,,0
860,,,,,,,,,,,,0,0,,0
861,,,,,,,,,,,,0,0,,0
862,,,,,,,,,,,,0,0,,0
863,,,,,,,,,,,,0,0,,0
864,,,,,,,,,,,,0,0,,0
865,,,,,,,,,,,,0,0,,0
866,,,,,,,,,,,,0,0,,0
867,,,,,,,,,,,,0,0,,0
868,,,,,,,,,,,,0,0,,0
869,,,,,,,,,,,,0,0,,0
870,,,,,,,,,,,,0,0,,0
871,,,,,,,,,,,,0,0,,0
872,,,,,,,,,,,,0,0,,0
873,,,,,,,,,,,,0,0,,0
874,,,,,,,,,,,,0,0,,0
875,,,,,,,,,,,,0,0,,0
876,,,,,,,,,,,,0,0,,0
877,,,,,,,,,,,,0,0,,0
878,,,,,,,,,,,,0,0,,0
879,,,,,,,,,,,,0,0,,0
880,,,,,,,,,,,,0,0,,0
881,,,,,,,,,,,,0,0,,0
882,,,,,,,,,,,,0,0,,0
883,,,,,,,,,,,,0,0,,0
884,,,,,,,,,,,,0,0,,0
885,,,,,,,,,,,,0,0,,0
886,,,,,,,,,,,,0,0,,0
887,,,,,,,,,,,,0,0,,0
888,,,,,,,,,,,,0,0,,0
889,,,,,,,,,,,,0,0,,0
890,,,,,,,,,,,,0,0,,0
891,,,,,,,,,,,,0,0,,0
892,,,,,,,,,,,,0,0,,0
893,,,,,,,,,,,,0,0,,0
894,,,,,,,,,,,,0,0,,0
895,,,,,,,,,,,,0,0,,0
896,,,,,,,,,,,,0,0,,0
897,,,,,,,,,,,,0,0,,0
898,0,0,0,0,0,0,0,0,0,1,1,0,0,2022,2
899,0,0,,0,0,0,0,0,1,0,0,0,0,2015,1
900,0,0,0,0,0,0,0,1,0,1,1,0,0,2022,3
901,0,0,,0,0,0,0,0,1,0,0,0,0,2019,1
902,0,0,,0,0,0,0,1,1,0,0,0,0,2020,2
903,0,0,,0,0,0,0,0,1,1,1,0,0,2023,3
904,0,0,,0,0,0,0,0,1,1,0,0,0,2022,2
905,0,0,,0,0,0,0,0,1,0,0,0,0,2014,1
906,0,0,,0,0,0,0,1,1,1,0,0,0,,3
907,0,0,,0,0,0,0,0,0,1,1,0,0,2022,2
908,0,0,0,0,0,0,0,0,1,1,1,0,0,2017,3
909,0,0,,0,0,0,0,0,0,0,1,0,0,2023,1
910,0,0,,0,0,0,0,0,0,1,1,0,0,,2
911,0,0,,0,0,0,0,0,0,1,1,0,0,2023,2
912,0,0,,0,0,0,0,0,1,0,0,0,0,2012,1
913,0,0,0,0,0,0,0,0,1,0,0,0,0,2021,1
914,0,,,0,0,0,0,0,1,1,1,0,0,2020,3
915,0,1,0,0,0,0,0,1,0,1,0,0,0,2023,3
916,0,0,0,0,0,0,0,0,0,1,1,0,0,2021,2
917,,,,,,,,,,,,0,0,,0
918,0,0,0,0,0,0,0,0,0,1,1,0,0,2021,2
919,,,,,,,,,,,,0,0,,0
920,,,,,,,,,,,,0,0,,0
921,,,,,,,,,,,,0,0,,0
922,,,,,,,,,,,,0,0,,0
923,,,,,,,,,,,,0,0,,0
924,,,,,,,,,,,,0,0,,0
925,,,,,,,,,,,,0,0,,0
926,,,,,,,,,,,,0,0,,0
927,,,,,,,,,,,,0,0,,0
928,,,,,,,,,,,,0,0,,0
929,,,,,,,,,,,,0,0,,0
930,,,,,,,,,,,,0,0,,0
931,,,,,,,,,,,,0,0,,0
932,,,,,,,,,,,,0,0,,0
933,0,0,,1,0,1,0,1,1,0,0,0,1,vor 2010,4
934,0,,,1,1,0,1,0,1,1,0,1,1,2018,5
935,,,,,,,,,,,,0,0,,0
936,0,0,,0,0,0,0,0,0,1,1,0,0,2022,2
937,,,,,,,,,,,,0,0,,0
938,,,,,,,,,,,,0,0,,0
939,0,0,,0,0,0,0,0,1,1,1,0,0,,3
940,1,1,,1,1,1,1,1,1,1,0,1,1,vor 2010,9
941,0,0,,1,0,0,1,0,0,1,1,1,1,2010,4
942,0,0,,1,0,0,1,0,0,1,1,1,1,2019,4
943,,,,,,,,,,,,0,0,,0
944,,,,,,,,,,,,0,0,,0
945,1,0,,1,1,1,1,1,1,1,0,1,1,vor 2010,8
946,,,,,,,,,,,,0,0,,0
947,,,,,,,,,,,,0,0,,0
948,0,1,,0,0,0,0,1,1,1,1,0,0,2022,5
949,0,1,1,0,0,0,1,0,0,1,1,1,0,2023,5
950,1,0,,1,1,1,0,1,1,0,0,0,1,,6
951,1,0,0,1,1,1,1,1,1,1,0,1,1,2017,8
952,0,0,,0,0,1,0,0,0,0,0,0,1,2010,1
953,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0
954,0,0,,1,0,1,1,1,0,0,0,1,1,2020,4
955,0,0,,1,1,1,1,0,0,0,0,1,1,2020,4
956,0,0,,0,1,0,1,0,0,0,0,1,1,2014,2
957,1,0,,1,0,1,1,0,0,0,0,1,1,2019,4
958,1,0,0,1,0,1,1,0,0,1,1,1,1,2023,6
959,0,0,0,1,0,1,1,0,1,0,0,1,1,vor 2010,4
960,0,1,0,0,0,0,1,0,0,1,1,1,0,2013,4
961,0,1,,0,0,0,1,0,1,1,0,1,0,2019,4
962,0,0,,0,0,0,1,0,0,0,0,1,0,2021,1
963,0,0,,0,0,1,0,0,1,1,0,0,1,,3
964,,,,,,,,,,,,0,0,,0
965,,,,,,,,,,,,0,0,,0
966,,,,,,,,,,,,0,0,,0
967,,,,,,,,,,,,0,0,,0
968,,,,,,,,,,,,0,0,,0
969,1,0,,1,1,1,1,0,1,0,0,1,1,vor 2010,6
970,1,0,,1,1,1,1,1,1,1,0,1,1,2023,8
971,1,0,,1,0,1,1,1,0,0,0,1,1,2018,5
972,1,0,,0,1,1,1,1,1,0,0,1,1,,6
973,0,0,,1,1,1,1,0,1,0,0,1,1,2014,5
974,0,1,,0,0,0,1,1,0,1,1,1,0,2019,5
975,0,0,,0,0,0,1,0,1,0,0,1,0,2021,2
976,1,0,1,1,1,0,0,0,0,0,0,0,1,2021,4
977,,,,,,,,,,,,0,0,,0
978,,,,,,,,,,,,0,0,,0
979,0,0,0,0,0,0,0,0,1,0,0,0,0,2017,1
980,0,1,,1,0,1,0,0,0,1,1,0,1,2020,5
981,0,0,,1,1,1,1,0,0,0,0,1,1,2020,4
982,1,0,,1,0,1,1,0,0,0,0,1,1,2020,4
983,0,0,,1,0,1,1,0,1,1,1,1,1,2023,6
984,0,1,1,1,0,1,1,0,0,1,1,1,1,2023,7
985,1,0,0,1,0,1,1,0,1,1,0,1,1,vor 2010,6
986,0,0,,1,0,0,1,0,0,0,0,1,1,vor 2010,2
987,0,0,,1,0,0,1,0,0,1,1,1,1,2022,4
988,0,1,0,1,1,1,1,1,1,1,1,1,1,2022,9
989,0,0,0,0,0,0,1,0,0,0,0,1,0,2021,1
990,0,0,0,0,0,0,1,1,0,1,0,1,0,2018,3
991,0,0,0,0,0,0,1,1,0,0,0,1,0,2021,2
992,0,0,0,1,0,1,0,1,1,0,0,0,1,2013,4
993,,,,,,,,,,,,0,0,,0
994,,,,,,,,,,,,0,0,,0
995,,,,,,,,,,,,0,0,,0
996,,,,,,,,,,,,0,0,,0
997,,,,,,,,,,,,0,0,,0
998,,,,,,,,,,,,0,0,,0
999,,,,,,,,,,,,0,0,,0
1000,,,,,,,,,,,,0,0,,0
1001,,,,,,,,,,,,0,0,,0
1002,,,,,,,,,,,,0,0,,0
1003,1,0,0,1,1,1,1,1,1,1,0,1,1,2019,8
1004,1,0,1,1,1,1,1,1,0,0,0,1,1,2019,7
1005,1,1,,1,0,1,1,1,0,1,0,1,1,2019,7
1006,1,1,0,1,0,0,1,1,0,1,1,1,1,vor 2010,7
1007,0,0,,1,1,0,1,0,0,1,1,1,1,2021,5
1008,0,0,0,1,1,1,1,0,1,0,0,1,1,vor 2010,5
1009,0,0,0,0,0,0,1,1,0,1,0,1,0,2020,3
1010,0,0,,0,0,0,1,1,0,0,0,1,0,2018,2
1011,1,0,,1,1,0,0,0,1,0,0,0,1,2013,4
1012,,,,,,,,,,,,0,0,,0
1013,,,,,,,,,,,,0,0,,0
1014,,,,,,,,,,,,0,0,,0
1015,,,,,,,,,,,,0,0,,0
1016,,,,,,,,,,,,0,0,,0
1017,,,,,,,,,,,,0,0,,0
1018,,,,,,,,,,,,0,0,,0
1019,1,0,0,1,0,1,1,1,1,1,,1,1,2023,7
1020,0,0,0,0,0,0,1,0,1,1,1,1,0,2016,4
1021,0,0,,0,0,0,1,0,0,1,1,1,0,,3
1022,1,0,1,1,1,1,0,0,1,0,,0,1,2013,6
1023,0,0,0,1,0,1,0,1,0,1,0,0,1,vor 2010,4
1024,0,1,,1,0,1,1,1,0,1,1,1,1,2022,7
1025,1,0,,1,1,1,1,0,0,0,0,1,1,,5
1026,1,0,,0,0,1,1,1,0,0,0,1,1,2020,4
1027,0,1,1,1,1,1,1,1,1,1,0,1,1,2017,9
1028,0,0,0,1,0,1,1,1,1,1,0,1,1,2022,6
1029,1,0,,0,0,1,1,0,1,1,0,1,1,2021,5
1030,1,0,0,1,0,0,0,0,0,0,0,0,1,2015,2
1031,1,0,1,1,1,0,0,0,1,0,0,0,1,2018,5
1032,,,,,,,,,,,,0,0,,0
1033,,,,,,,,,,,,0,0,,0
1034,,,,,,,,,,,,0,0,,0
1035,,,,,,,,,,,,0,0,,0
1036,,,,,,,,,,,,0,0,,0
1037,0,0,,0,0,0,0,0,1,1,0,0,0,2018,2
1038,,,,,,,,,,,,0,0,,0
1039,,,,,,,,,,,,0,0,,0
1040,0,0,,0,0,1,1,0,0,0,0,1,1,2022,2
1041,0,0,,1,0,1,1,0,0,0,0,1,1,2021,3
1042,1,0,,0,0,1,1,0,0,1,0,1,1,2018,4
1043,0,0,,0,0,0,1,1,1,0,0,1,0,2017,3
1044,0,0,0,0,0,1,1,0,0,0,0,1,1,2020,2
1045,1,1,0,0,1,1,1,0,0,1,1,1,1,2022,7
1046,0,0,0,1,0,1,1,0,1,0,0,1,1,2015,4
1047,,,,,,,,,,,,0,0,,0
1048,0,0,,0,0,0,0,0,0,0,0,0,0,2019,0
1049,0,1,,1,0,0,1,0,0,1,1,1,1,2020,5
1050,0,0,,1,0,0,1,1,1,0,0,1,1,2023,4
1051,0,1,0,0,0,1,1,0,1,1,0,1,1,2022,5
1052,1,1,0,1,0,1,1,1,1,1,0,1,1,2019,8
1053,0,0,0,0,0,0,1,0,0,1,1,1,0,2016,3
1054,,,,,,,,,,,,0,0,,0
1055,0,0,,0,0,0,0,0,0,0,0,0,0,2011,0
1056,,,,,,,,,,,,0,0,,0
1057,,,,,,,,,,,,0,0,,0
1058,0,,,0,0,0,1,0,0,1,0,1,0,2022,2
1059,0,0,,0,0,1,1,0,0,0,0,1,1,vor 2010,2
1060,0,1,,1,1,1,0,0,0,1,1,0,1,2022,6
1061,,,,,,,,,,,,0,0,,0
1062,,,,,,,,,,,,0,0,,0
1063,1,0,,1,1,1,1,1,0,1,1,1,1,,8
1064,1,0,0,0,0,1,1,0,1,0,0,1,1,2018,4
1065,0,0,,0,0,0,1,0,1,0,0,1,0,2022,2
1066,,,,,,,,,,,,0,0,,0
1067,0,0,0,0,0,0,0,0,0,1,1,0,0,2023,2
1068,0,0,,0,0,0,0,0,1,1,0,0,0,,2
1069,,,,,,,,,,,,0,0,,0
1070,0,0,0,0,0,1,0,0,1,1,0,0,1,2022,3
1071,0,0,0,0,0,0,1,0,1,0,0,1,0,2017,2
1072,,,,,,,,,,,,0,0,,0
1073,0,0,,0,0,0,1,0,0,0,0,1,0,2018,1
1074,0,1,,0,0,0,1,0,0,1,0,1,0,,3
1075,0,0,0,0,0,0,1,0,0,0,0,1,0,2019,1
1076,0,1,0,0,0,0,1,0,1,0,0,1,0,2019,3
1077,1,,,1,1,1,0,0,1,1,1,0,1,2017,7
1078,0,1,,0,0,1,1,0,0,1,1,1,1,2020,5
1079,0,0,,1,0,1,1,0,1,1,0,1,1,2018,5
1080,1,0,,1,0,1,1,1,1,1,1,1,1,2020,8
1081,1,1,0,0,1,1,1,0,1,1,1,1,1,2023,8
1082,0,0,0,1,0,1,1,1,1,0,0,1,1,2022,5
1083,0,0,0,0,0,0,1,0,0,0,0,1,0,2021,1
1084,,,,,,,,,,,,0,0,,0
1085,,,,,,,,,,,,0,0,,0
1086,,,,,,,,,,,,0,0,,0
1087,0,0,0,0,0,0,0,0,0,1,0,0,0,2021,1
1088,1,1,,1,1,1,1,1,1,0,0,1,1,2021,8
1089,,,,,,,,,,,,0,0,,0
1090,0,1,0,1,0,0,0,1,0,0,0,0,1,2019,3
1091,,,,,,,,,,,,0,0,,0
1092,1,0,,1,0,1,1,0,1,0,0,1,1,2012,5
1093,,,,,,,,,,,,0,0,,0
1094,0,0,,0,0,0,1,0,0,0,0,1,0,2014,1
1095,0,0,0,0,0,0,0,0,0,1,1,0,0,2021,2
1096,0,0,,0,0,1,1,0,0,0,0,1,1,2019,2
1097,1,1,,0,1,0,1,0,1,1,1,1,1,2018,7
1098,0,0,0,1,0,0,1,0,0,1,0,1,1,2023,3
1099,0,1,0,0,0,0,1,1,1,1,1,1,0,2022,6
1100,0,1,0,0,1,0,0,1,1,1,1,0,1,2022,6
1101,,,,,,,,,,,,0,0,,0
1102,0,0,,1,0,1,0,0,0,0,0,0,1,2012,2
1103,0,,,0,0,0,0,0,0,0,0,0,0,2022,0
1104,1,0,0,0,0,0,1,0,0,0,0,1,1,2020,2
1105,0,0,,0,0,1,0,0,1,1,1,0,1,2023,4
1106,1,0,,0,1,1,1,0,1,0,0,1,1,2012,5
1107,0,0,,1,0,1,1,0,0,0,0,1,1,2018,3
1108,0,0,,1,0,0,1,0,0,1,1,1,1,2022,4
1109,,,,,,,,,,,,0,0,,0
1110,1,0,,1,1,1,1,0,1,1,0,1,1,2021,7
1111,1,0,,1,0,1,1,1,1,0,0,1,1,vor 2010,6
1112,0,0,0,0,1,1,1,0,0,0,0,1,1,2018,3
1113,0,0,0,0,0,0,1,1,0,1,0,1,0,2019,3
1114,0,0,,0,0,1,0,0,1,1,1,0,1,2023,4
1115,0,0,,0,0,0,0,1,1,1,1,0,0,2023,4
1116,1,0,1,1,1,1,1,1,1,0,0,1,1,2011,8
1117,0,0,,1,0,1,1,0,0,0,0,1,1,2013,3
1118,0,0,,1,0,1,1,1,1,0,0,1,1,2022,5
1119,0,0,,0,0,0,1,0,1,1,0,1,0,2022,3
1120,0,0,0,0,0,0,1,0,0,1,1,1,0,2023,3
1121,,,,,,,,,,,,0,0,,0
1122,,,,,,,,,,,,0,0,,0
1123,,,,,,,,,,,,0,0,,0
1124,1,0,,1,1,1,1,0,1,0,0,1,1,2010,6
1125,,,,,,,,,,,,0,0,,0
1126,,,,,,,,,,,,0,0,,0
1127,0,0,0,0,1,0,1,0,1,0,0,1,1,2019,3
1128,1,0,,1,1,1,1,1,0,1,0,1,1,2018,7
1129,0,0,,1,0,0,1,0,0,0,0,1,1,2016,2
1130,0,0,,0,0,1,1,0,1,0,0,1,1,2017,3
1131,0,1,,1,0,1,1,1,1,1,1,1,1,2023,8
1132,0,0,,0,0,0,0,0,1,0,0,0,0,2012,1
1133,1,1,,1,1,1,1,1,0,1,0,1,1,2012,8
1134,1,1,0,1,1,1,1,0,0,1,1,1,1,2022,8
1135,,,,,,,,,,,,0,0,,0
1136,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,1
1137,0,,0,0,0,1,1,1,0,1,0,1,1,2022,4
1138,0,0,,0,0,0,1,0,0,0,0,1,0,2021,1
1139,0,0,0,1,0,1,0,0,1,0,0,0,1,2019,3
1140,0,,,0,0,0,0,0,1,0,0,0,0,2015,1
1141,0,1,,0,0,0,1,0,1,1,0,1,0,2017,4
1142,,,,,,,,,,,,0,0,,0
1143,0,0,,0,0,0,1,0,0,0,0,1,0,vor 2010,1
1144,1,0,,0,1,1,1,0,0,1,0,1,1,2019,5
1145,,,,,,,,,,,,0,0,,0
1146,1,0,,1,1,1,1,1,1,0,0,1,1,2018,7
1147,,,,,,,,,,,,0,0,,0
1148,,,,,,,,,,,,0,0,,0
1149,1,0,0,1,1,1,1,1,1,1,0,1,1,,8
1150,1,0,,1,1,1,1,1,0,1,0,1,1,2022,7
1151,1,,,1,1,1,1,1,1,1,,1,1,2019,8
1152,1,,,1,1,1,1,1,1,1,1,1,1,2015,9
1153,0,0,,0,0,1,1,1,1,0,0,1,1,2017,4
1154,0,0,,1,0,0,1,1,1,0,0,1,1,2019,4
1155,0,0,,1,0,1,1,0,0,0,0,1,1,2021,3
1156,0,0,0,1,0,0,1,0,1,1,0,1,1,2022,4
1157,0,0,,1,0,1,1,0,1,0,0,1,1,2021,4
1158,0,0,,1,0,1,1,1,0,0,0,1,1,2018,4
1159,0,0,0,1,0,1,1,0,0,0,0,1,1,2018,3
1160,1,0,0,1,0,0,1,0,0,0,0,1,1,2023,3
1161,1,0,,1,0,1,1,0,0,1,0,1,1,2020,5
1162,1,1,,1,0,1,1,1,1,0,0,1,1,2020,7
1163,1,0,,1,0,0,1,1,1,1,1,1,1,2023,7
1164,0,0,,1,0,0,1,1,0,0,0,1,1,2021,3
1165,1,0,0,1,0,0,1,0,1,0,0,1,1,2014,4
1166,0,0,0,1,0,0,1,0,0,0,0,1,1,2022,2
1167,1,0,,0,0,0,1,0,1,1,0,1,1,2021,4
1168,1,0,0,0,0,0,1,0,1,1,1,1,1,2023,5
1169,1,0,0,1,0,0,1,0,1,0,0,1,1,2018,4
1170,0,0,0,0,0,1,1,1,0,1,0,1,1,2023,4
1171,0,0,,0,0,1,1,0,1,0,0,1,1,2019,3
1172,0,0,,0,1,0,1,0,0,0,0,1,1,2019,2
1173,1,1,,1,0,1,1,0,0,1,0,1,1,2021,6
1174,0,0,,0,0,0,1,0,0,0,0,1,0,2020,1
1175,0,1,,0,0,0,1,0,1,1,1,1,0,2023,5
1176,0,0,,0,0,0,1,0,0,1,1,1,0,vor 2010,3
1177,0,1,,0,0,0,1,1,1,1,1,1,0,2021,6
1178,0,0,,0,0,0,1,0,1,0,0,1,0,2021,2
1179,0,0,0,0,0,0,1,0,0,1,0,1,0,2023,2
1180,0,0,,0,0,0,1,0,0,0,0,1,0,2022,1
1181,0,0,0,0,0,0,1,0,1,1,1,1,0,2022,4
1182,0,0,0,0,0,0,1,0,0,1,1,1,0,vor 2010,3
1183,0,0,,0,0,1,0,0,0,0,0,0,1,2010,1
1184,1,0,0,1,0,1,0,0,1,1,0,0,1,2022,5
1185,1,0,,0,0,1,0,1,1,0,0,0,1,2021,4
1186,1,0,0,1,0,1,0,0,1,1,1,0,1,2019,6
1187,,,,,,,,,,,,0,0,,0
1188,,,,,,,,,,,,0,0,,0
1189,,,,,,,,,,,,0,0,,0
1190,,,,,,,,,,,,0,0,,0
1191,,,,,,,,,,,,0,0,,0
1192,,,,,,,,,,,,0,0,,0
1193,,,,,,,,,,,,0,0,,0
1194,,,,,,,,,,,,0,0,,0
1195,,,,,,,,,,,,0,0,,0
1196,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,0
1197,0,0,0,0,0,0,0,0,1,1,0,0,0,vor 2010,2
1198,0,1,0,0,0,0,0,0,0,1,1,0,0,2023,3
1199,0,0,,0,0,0,0,0,0,1,0,0,0,,1
1200,0,1,,0,0,0,0,0,0,1,1,0,0,2022,3
1201,0,0,,0,0,0,0,0,0,1,0,0,0,,1
1202,,,,,,,,,,,,0,0,,0
1203,,,,,,,,,,,,0,0,,0
1204,,,,,,,,,,,,0,0,,0
1205,,,,,,,,,,,,0,0,,0
1206,,,,,,,,,,,,0,0,,0
1207,,,,,,,,,,,,0,0,,0
1208,,,,,,,,,,,,0,0,,0
1209,,,,,,,,,,,,0,0,,0
1210,1,0,,1,0,1,1,0,0,0,0,1,1,2020,4
1211,1,0,0,0,0,1,0,0,1,1,1,0,1,2014,5
1212,,,,,,,,,,,,0,0,,0
1213,,,,,,,,,,,,0,0,,0
1214,1,0,,0,0,0,1,0,0,0,0,1,1,2019,2
1215,,,,,,,,,,,,0,0,,0
1216,,,,,,,,,,,,0,0,,0
1217,1,0,,1,1,1,1,0,1,0,0,1,1,2021,6
1218,1,0,,1,0,0,1,0,0,0,0,1,1,2016,3
1219,1,0,,1,0,1,1,1,1,0,0,1,1,vor 2010,6
1220,0,0,0,0,0,0,1,0,0,0,0,1,0,2020,1
1221,0,0,,0,0,0,0,0,0,1,0,0,0,vor 2010,1
1222,,,,,,,,,,,,0,0,,0
1223,1,0,0,1,1,1,1,1,0,0,0,1,1,vor 2010,6
1224,1,0,0,0,0,1,1,0,0,0,0,1,1,,3
1225,1,0,,1,0,1,1,0,1,0,0,1,1,2011,5
1226,1,0,0,1,0,1,1,0,1,1,0,1,1,2023,6
1227,1,1,,0,0,1,1,0,0,1,1,1,1,2020,6
1228,1,0,,1,0,1,1,1,0,1,0,1,1,2011,6
1229,0,0,0,0,0,0,1,0,0,0,0,1,0,2021,1
1230,0,0,,0,0,0,1,0,0,1,0,1,0,2023,2
1231,1,0,0,0,0,0,0,1,0,1,1,0,1,2013,4
1232,,,,,,,,,,,,0,0,,0
1233,0,0,,0,0,0,0,0,1,1,,0,0,2022,2
1234,0,0,0,1,0,1,1,0,0,0,0,1,1,2019,3
1235,0,,0,0,0,0,1,0,0,0,0,1,0,2022,1
1236,,,,,,,,,,,,0,0,,0
1237,,,,,,,,,,,,0,0,,0
1238,1,0,,1,1,1,1,0,1,0,0,1,1,2014,6
1239,1,0,,1,1,1,1,0,0,1,0,1,1,2021,6
1240,0,0,,1,1,0,1,1,0,1,1,1,1,2020,6
1241,0,0,,1,1,0,1,0,1,0,0,1,1,2017,4
1242,0,0,,1,1,0,1,1,0,0,0,1,1,2015,4
1243,1,0,0,1,0,1,1,1,1,0,0,1,1,2018,6
1244,0,1,0,1,1,0,1,0,1,1,0,1,1,vor 2010,6
1245,1,0,,1,0,1,1,1,1,1,1,1,1,2022,8
1246,0,0,,0,0,1,1,0,0,1,0,1,1,2018,3
1247,0,1,,0,0,1,1,1,1,1,1,1,1,2022,7
1248,1,1,1,1,0,0,1,0,0,1,1,1,1,2021,7
