id,REN_1,REN_2,REN_3,REN_4,REN_5,REN_6,REN_7,REN_Year,REN_COUNT
851,,,,,,,,,0
852,,,,,,,,,0
853,,,,,,,,,0
854,,,,,,,,,0
855,,,,,,,,,0
856,,,,,,,,,0
857,,,,,,,,,0
858,,,,,,,,,0
859,,,,,,,,,0
860,,,,,,,,,0
861,,,,,,,,,0
862,,,,,,,,,0
863,,,,,,,,,0
864,,,,,,,,,0
865,,,,,,,,,0
866,,,,,,,,,0
867,,,,,,,,,0
868,,,,,,,,,0
869,,,,,,,,,0
870,,,,,,,,,0
871,,,,,,,,,0
872,,,,,,,,,0
873,,,,,,,,,0
874,,,,,,,,,0
875,,,,,,,,,0
876,,,,,,,,,0
877,,,,,,,,,0
878,,,,,,,,,0
879,,,,,,,,,0
880,,,,,,,,,0
881,,,,,,,,,0
882,,,,,,,,,0
883,,,,,,,,,0
884,,,,,,,,,0
885,,,,,,,,,0
886,,,,,,,,,0
887,,,,,,,,,0
888,,,,,,,,,0
889,,,,,,,,,0
890,,,,,,,,,0
891,,,,,,,,,0
892,,,,,,,,,0
893,,,,,,,,,0
894,,,,,,,,,0
895,,,,,,,,,0
896,,,,,,,,,0
897,,,,,,,,,0
898,,,,,,,,,0
899,1,1,0,0,0,0,,2020,2
900,,,,,,,,,0
901,,,,,,,,,0
902,1,1,0,0,1,1,,2022,4
903,0,1,0,0,0,1,,,2
904,,,,,,,,,0
905,,,,,,,,,0
906,1,0,0,0,0,0,0,2022,1
907,,,,,,,,,0
908,1,1,0,0,0,0,0,2021,2
909,,,,,,,,,0
910,,,,,,,,,0
911,1,0,0,0,0,0,1,2022,2
912,,,,,,,,,0
913,,,,,,,,,0
914,,,,,,,,,0
915,1,1,0,0,0,1,,,3
916,,,,,,,,,0
917,1,1,1,1,0,1,,2021,5
918,,,,,,,,,0
919,1,0,0,0,0,0,,2021,1
920,1,0,0,0,1,1,,,3
921,0,0,0,0,1,0,,,1
922,0,0,0,0,0,0,1,2017,1
923,0,1,0,0,0,1,,2016,2
924,1,1,0,0,1,1,,2020,4
925,0,1,0,0,0,1,,2019,2
926,1,0,0,0,0,0,,2018,1
927,0,1,0,0,0,0,,2020,1
928,1,1,0,0,0,0,,2021,2
929,1,0,0,0,0,0,0,2017,1
930,1,1,0,0,0,0,,2022,2
931,0,1,0,0,0,0,,2016,1
932,1,1,1,1,1,0,,2017,5
933,,,,,,,,,0
934,1,1,0,0,0,1,1,2010,4
935,,,,,,,,,0
936,,,,,,,,,0
937,,,,,,,,,0
938,,,,,,,,,0
939,0,0,0,0,0,0,1,,1
940,1,0,0,0,0,0,1,vor 2010,2
941,1,1,0,0,1,0,,2019,3
942,1,1,0,0,0,1,,2019,3
943,,,,,,,,,0
944,,,,,,,,,0
945,,,,,,,,,0
946,,,,,,,,,0
947,,,,,,,,,0
948,0,1,0,0,0,1,,2019,2
949,,,,,,,,,0
950,,,,,,,,,0
951,1,1,0,1,1,1,1,2017,6
952,,,,,,,,,0
953,0,0,0,0,0,0,0,vor 2010,0
954,1,1,1,1,1,1,,2020,6
955,1,1,0,1,1,1,,2020,5
956,0,1,1,0,0,0,0,2021,2
957,1,1,0,1,0,1,1,2019,5
958,0,0,0,0,0,0,1,2020,1
959,,,,,,,,,0
960,,,,,,,,,0
961,,,,,,,,,0
962,,,,,,,,,0
963,0,1,0,0,0,0,,2021,1
964,,,,,,,,,0
965,,,,,,,,,0
966,1,1,1,0,1,1,,2021,5
967,0,1,1,0,0,1,0,2018,3
968,0,0,0,0,0,0,1,,1
969,,,,,,,,,0
970,1,1,0,1,0,1,,2021,4
971,,,,,,,,,0
972,1,1,0,0,0,1,,2020,3
973,0,1,0,0,0,0,,2018,1
974,,,,,,,,,0
975,,,,,,,,,0
976,,,,,,,,,0
977,,,,,,,,,0
978,,,,,,,,,0
979,,,,,,,,,0
980,1,0,1,0,0,1,,2014,3
981,1,1,0,0,0,1,,2020,3
982,,,,,,,,,0
983,,,,,,,,,0
984,0,0,0,0,1,0,1,vor 2010,2
985,,,,,,,,,0
986,0,1,1,0,0,0,1,2022,3
987,1,1,0,0,0,0,,,2
988,,,,,,,,,0
989,0,1,1,0,0,0,1,2021,3
990,1,0,0,0,0,0,0,2019,1
991,,,,,,,,,0
992,,,,,,,,,0
993,,,,,,,,,0
994,,,,,,,,,0
995,,,,,,,,,0
996,,,,,,,,,0
997,,,,,,,,,0
998,,,,,,,,,0
999,,,,,,,,,0
1000,,,,,,,,,0
1001,0,1,0,0,1,1,0,,3
1002,1,1,0,0,0,0,1,2014,3
1003,1,1,0,1,1,1,1,2019,6
1004,1,1,0,0,1,1,1,2019,5
1005,1,1,0,0,1,1,1,2019,5
1006,,,,,,,,,0
1007,0,1,0,1,1,0,,2021,3
1008,1,1,0,0,0,0,1,vor 2010,3
1009,1,0,0,0,0,1,0,,2
1010,0,1,0,0,0,0,0,2021,1
1011,0,1,0,0,1,0,,2018,2
1012,,,,,,,,,0
1013,,,,,,,,,0
1014,,,,,,,,,0
1015,,,,,,,,,0
1016,,,,,,,,,0
1017,0,1,0,0,0,0,0,vor 2010,1
1018,1,0,0,0,0,0,0,2020,1
1019,1,1,0,0,1,1,1,2019,5
1020,,,,,,,,,0
1021,0,0,0,0,0,0,,vor 2010,0
1022,,,,,,,,,0
1023,0,1,1,0,1,1,1,vor 2010,5
1024,0,1,1,0,0,1,,2022,3
1025,1,1,0,0,1,1,,2022,4
1026,0,1,0,0,0,1,,,2
1027,1,1,1,0,0,1,,2017,4
1028,1,1,0,0,0,1,1,2021,4
1029,1,1,0,0,0,0,,2021,2
1030,1,1,0,1,0,0,0,2015,3
1031,,,,,,,,,0
1032,,,,,,,,,0
1033,,,,,,,,,0
1034,,,,,,,,,0
1035,,,,,,,,,0
1036,,,,,,,,,0
1037,,,,,,,,,0
1038,1,0,0,0,0,0,1,2022,2
1039,,,,,,,,,0
1040,1,0,0,0,0,0,,2015,1
1041,,,,,,,,,0
1042,1,1,1,1,0,1,,2018,5
1043,1,1,0,0,0,0,,,2
1044,0,1,0,0,0,0,0,2022,1
1045,0,1,1,1,0,1,0,2022,4
1046,,,,,,,,,0
1047,,,,,,,,,0
1048,0,0,0,0,0,0,,2022,0
1049,0,0,0,0,1,1,,2020,2
1050,1,1,0,0,0,0,1,,3
1051,1,1,0,0,0,1,0,2014,3
1052,,,,,,,,,0
1053,,,,,,,,,0
1054,,,,,,,,,0
1055,,,,,,,,,0
1056,0,1,0,0,0,0,0,2022,1
1057,,,,,,,,,0
1058,,,,,,,,,0
1059,0,1,0,0,0,1,0,2017,2
1060,1,0,1,0,0,0,1,2015,3
1061,,,,,,,,,0
1062,,,,,,,,,0
1063,1,1,1,1,0,1,1,2020,6
1064,,,,,,,,,0
1065,0,1,1,0,0,0,,2021,2
1066,,,,,,,,,0
1067,,,,,,,,,0
1068,,,,,,,,,0
1069,,,,,,,,,0
1070,1,1,1,0,0,1,,,4
1071,1,1,0,0,0,0,0,2017,2
1072,,,,,,,,,0
1073,0,1,0,0,0,0,,2019,1
1074,,,,,,,,,0
1075,1,1,1,0,0,0,0,2019,3
1076,0,1,1,0,0,0,1,vor 2010,3
1077,,,,,,,,,0
1078,0,0,0,0,1,0,0,2020,1
1079,1,0,0,1,1,1,,2018,4
1080,1,1,0,0,1,0,1,2020,4
1081,1,1,0,0,1,1,1,,5
1082,0,1,1,0,1,1,0,2022,4
1083,,,,,,,,,0
1084,,,,,,,,,0
1085,,,,,,,,,0
1086,,,,,,,,,0
1087,0,0,0,0,0,1,0,2022,1
1088,0,1,1,1,1,1,1,2022,6
1089,,,,,,,,,0
1090,1,1,0,0,0,1,0,2019,3
1091,,,,,,,,,0
1092,1,0,1,0,0,1,,,3
1093,,,,,,,,,0
1094,,,,,,,,,0
1095,,,,,,,,,0
1096,1,1,0,0,0,0,1,2019,3
1097,,,,,,,,,0
1098,0,1,0,0,0,1,0,2018,2
1099,,,,,,,,,0
1100,1,1,0,0,0,0,0,2022,2
1101,,,,,,,,,0
1102,0,0,0,0,1,0,0,2012,1
1103,,,,,,,,,0
1104,0,1,1,0,0,1,1,2020,4
1105,,,,,,,,,0
1106,,,,,,,,,0
1107,,,,,,,,,0
1108,1,1,0,0,0,0,0,2018,2
1109,,,,,,,,,0
1110,0,1,1,0,0,1,,2021,3
1111,1,1,0,0,0,1,,2022,3
1112,0,0,0,1,1,0,0,2016,2
1113,,,,,,,,,0
1114,1,1,0,0,1,1,,,4
1115,,,,,,,,,0
1116,1,1,1,0,1,1,1,2011,6
1117,0,0,0,0,0,0,1,2018,1
1118,1,1,0,0,0,1,,2016,3
1119,1,1,0,0,1,1,,2021,4
1120,0,1,0,0,1,0,0,2020,2
1121,,,,,,,,,0
1122,1,0,0,0,0,1,0,2016,2
1123,,,,,,,,,0
1124,1,1,1,1,0,1,,2010,5
1125,,,,,,,,,0
1126,1,1,0,0,0,0,,2022,2
1127,0,1,0,0,0,1,0,2016,2
1128,1,1,0,0,0,1,1,2018,4
1129,,,,,,,,,0
1130,,,,,,,,,0
1131,1,1,0,0,1,0,,,3
1132,,,,,,,,,0
1133,1,1,1,0,1,1,,2012,5
1134,0,1,0,1,1,1,,,4
1135,,,,,,,,,0
1136,1,0,0,0,0,0,0,2022,1
1137,1,0,0,1,1,1,,2022,4
1138,,,,,,,,,0
1139,1,0,0,0,0,0,0,,1
1140,,,,,,,,,0
1141,0,1,0,0,0,1,,2012,2
1142,,,,,,,,,0
1143,,,,,,,,,0
1144,,,,,,,,,0
1145,,,,,,,,,0
1146,1,1,1,1,1,1,1,2018,7
1147,,,,,,,,,0
1148,0,1,1,0,1,0,,2022,3
1149,,,,,,,,,0
1150,0,1,0,0,1,1,,2022,3
1151,0,0,0,0,0,0,0,2019,0
1152,,,,,,,,,0
1153,,,,,,,,,0
1154,0,1,1,1,0,1,,2018,4
1155,0,1,0,0,0,0,1,2021,2
1156,,,,,,,,,0
1157,1,0,0,0,0,0,1,2017,2
1158,0,1,1,0,0,1,,2022,3
1159,1,1,0,0,0,0,0,vor 2010,2
1160,0,0,0,0,0,0,1,,1
1161,,,,,,,,,0
1162,1,1,1,0,1,0,,,4
1163,1,1,0,0,0,1,,2022,3
1164,0,1,0,0,0,1,,2021,2
1165,,,,,,,,,0
1166,0,1,0,0,0,0,0,2020,1
1167,,,,,,,,,0
1168,,,,,,,,,0
1169,,,,,,,,,0
1170,,,,,,,,,0
1171,0,0,0,0,0,0,,2019,0
1172,0,0,0,1,0,0,1,2019,2
1173,,,,,,,,,0
1174,1,0,0,0,0,0,,2020,1
1175,,,,,,,,,0
1176,,,,,,,,,0
1177,0,0,0,0,0,0,0,,0
1178,1,1,0,0,0,0,,2019,2
1179,0,1,0,0,0,1,0,,2
1180,,,,,,,,,0
1181,0,1,1,0,0,0,0,2014,2
1182,,,,,,,,,0
1183,0,0,0,0,0,1,,vor 2010,1
1184,1,0,0,0,0,0,0,2022,1
1185,1,1,0,0,0,0,,2021,2
1186,1,0,0,0,0,0,0,2019,1
1187,,,,,,,,,0
1188,,,,,,,,,0
1189,,,,,,,,,0
1190,,,,,,,,,0
1191,,,,,,,,,0
1192,,,,,,,,,0
1193,,,,,,,,,0
1194,,,,,,,,,0
1195,,,,,,,,,0
1196,,,,,,,,,0
1197,1,0,0,0,0,0,0,2015,1
1198,0,0,0,0,0,1,0,,1
1199,,,,,,,,,0
1200,,,,,,,,,0
1201,,,,,,,,,0
1202,1,0,0,0,0,0,1,,2
1203,0,1,0,0,0,1,,2020,2
1204,1,0,0,1,0,1,,2010,3
1205,0,1,0,0,0,0,,vor 2010,1
1206,1,0,0,0,0,0,0,vor 2010,1
1207,1,1,0,0,0,0,,,2
1208,0,0,1,0,0,0,1,2019,2
1209,,,,,,,,,0
1210,,,,,,,,,0
1211,1,1,0,0,0,0,0,2014,2
1212,,,,,,,,,0
1213,,,,,,,,,0
1214,1,1,0,0,0,0,,2019,2
1215,0,0,0,0,0,0,1,2022,1
1216,,,,,,,,,0
1217,,,,,,,,,0
1218,0,1,1,0,0,1,1,,4
1219,,,,,,,,,0
1220,,,,,,,,,0
1221,,,,,,,,,0
1222,,,,,,,,,0
1223,1,0,0,0,0,0,0,vor 2010,1
1224,1,0,0,0,1,0,0,2019,2
1225,1,1,0,1,1,1,,2010,5
1226,,,,,,,,,0
1227,0,1,0,1,0,1,,2021,3
1228,1,1,1,0,0,1,,2011,4
1229,,,,,,,,,0
1230,1,1,1,1,0,0,0,,4
1231,1,1,0,0,0,0,0,2013,2
1232,,,,,,,,,0
1233,,,,,,,,,0
1234,,,,,,,,,0
1235,,,,,,,,,0
1236,,,,,,,,,0
1237,,,,,,,,,0
1238,,,,,,,,,0
1239,1,0,0,1,0,0,,2021,2
1240,0,1,1,0,0,1,1,2019,4
1241,1,0,0,0,0,0,,2020,1
1242,0,0,0,0,1,1,1,,3
1243,1,1,0,0,0,1,0,2021,3
1244,1,1,0,0,1,0,1,2011,4
1245,1,1,1,0,0,1,,2010,4
1246,1,0,0,0,0,0,,2013,1
1247,1,1,0,1,0,1,,2022,4
1248,1,0,0,0,0,1,,2021,2
1249,,,,,,,,,0
1250,,,,,,,,,0
1251,,,,,,,,,0
1252,,,,,,,,,0
1253,,,,,,,,,0
1254,,,,,,,,,0
1255,,,,,,,,,0
1256,1,1,0,0,0,1,0,,3
1257,0,1,0,0,0,1,1,2011,3
1258,1,0,0,0,0,0,0,2011,1
1259,0,0,0,0,0,0,1,2010,1
1260,1,1,0,0,0,1,,2022,3
1261,0,1,0,1,0,0,,2010,2
1262,1,0,0,0,0,0,,2017,1
1263,0,1,0,0,0,1,1,2019,3
1264,,,,,,,,,0
1265,0,1,1,0,0,1,,2022,3
1266,0,0,0,0,1,0,,2022,1
1267,,,,,,,,,0
1268,,,,,,,,,0
1269,,,,,,,,,0
1270,,,,,,,,,0
1271,,,,,,,,,0
1272,,,,,,,,,0
1273,0,1,0,0,0,0,0,2022,1
1274,1,1,0,0,0,0,0,2019,2
1275,,,,,,,,,0
1276,0,1,0,0,0,1,1,2022,3
1277,,,,,,,,,0
1278,,,,,,,,,0
1279,,,,,,,,,0
1280,,,,,,,,,0
1281,1,0,0,0,0,0,,2020,1
1282,1,1,0,0,0,0,,2014,2
1283,,,,,,,,,0
1284,1,0,0,0,1,0,1,2013,3
1285,0,1,1,1,1,1,,2020,5
1286,,,,,,,,,0
1287,0,1,1,1,0,1,1,2019,5
1288,,,,,,,,,0
1289,1,0,0,0,0,0,0,2019,1
1290,,,,,,,,,0
1291,0,0,0,0,0,0,,2022,0
1292,,,,,,,,,0
1293,1,1,1,0,1,1,,2016,5
1294,,,,,,,,,0
1295,,,,,,,,,0
1296,,,,,,,,,0
1297,0,0,1,0,0,0,,,1
1298,0,1,0,0,0,1,,2021,2
1299,1,1,0,1,1,1,,2021,5
1300,,,,,,,,,0
1301,,,,,,,,,0
1302,1,1,0,0,0,0,1,2021,3
1303,0,0,0,0,1,0,0,2015,1
1304,0,0,0,0,0,1,1,2021,2
1305,0,1,1,0,0,1,0,2016,3
1306,1,1,1,0,1,0,1,2021,5
1307,1,0,0,1,1,0,,2021,3
1308,1,0,0,0,0,0,1,2022,2
1309,1,1,1,0,0,0,,,3
1310,1,1,0,0,0,1,,vor 2010,3
1311,1,0,0,1,1,1,,2010,4
1312,,,,,,,,,0
1313,,,,,,,,,0
1314,,,,,,,,,0
1315,1,1,1,0,0,1,,2018,4
1316,1,0,0,0,0,0,,2019,1
1317,,,,,,,,,0
1318,1,1,0,0,0,1,1,2022,4
1319,0,1,1,1,0,0,,2022,3
1320,1,1,1,0,0,1,,2017,4
1321,,,,,,,,,0
1322,0,1,0,0,0,0,,2016,1
1323,1,1,0,0,0,0,,2014,2
1324,0,0,0,0,0,0,1,2020,1
1325,0,1,0,1,0,0,1,2014,3
1326,1,1,1,0,1,0,1,,5
1327,,,,,,,,,0
1328,1,0,0,1,0,1,1,2015,4
1329,1,0,0,0,0,0,0,2018,1
1330,,,,,,,,,0
1331,,,,,,,,,0
1332,,,,,,,,,0
1333,,,,,,,,,0
1334,,,,,,,,,0
1335,,,,,,,,,0
1336,0,1,0,0,0,0,,2018,1
1337,0,1,0,0,0,0,,2022,1
1338,1,1,0,0,0,1,1,2015,4
1339,,,,,,,,,0
1340,,,,,,,,,0
1341,1,1,0,0,0,0,,2022,2
1342,1,1,0,0,0,1,,2022,3
1343,,,,,,,,,0
1344,1,1,0,1,1,1,0,2019,5
1345,1,1,1,0,0,1,,,4
1346,,,,,,,,,0
1347,1,1,0,1,0,1,,2022,4
1348,1,0,1,1,1,0,,2020,4
1349,,,,,,,,,0
1350,1,1,1,1,0,0,1,2016,5
1351,1,1,1,1,1,1,0,2022,6
1352,1,1,0,1,1,1,,,5
1353,1,1,1,1,0,1,,vor 2010,5
1354,,,,,,,,,0
1355,,,,,,,,,0
1356,0,0,0,0,0,0,,2010,0
1357,,,,,,,,,0
1358,,,,,,,,,0
1359,0,1,0,0,0,1,,2017,2
1360,1,1,1,1,1,1,,2019,6
1361,1,0,1,1,1,1,1,2020,6
1362,0,1,1,0,0,1,,2021,3
1363,1,0,0,0,0,0,,,1
1364,,,,,,,,,0
1365,,,,,,,,,0
1366,1,1,0,0,0,1,1,2014,4
1367,,,,,,,,,0
1368,0,0,1,0,0,0,0,2022,1
1369,1,0,0,0,0,0,,2014,1
1370,1,1,1,0,1,1,,2019,5
1371,,,,,,,,,0
1372,1,1,0,1,0,1,,vor 2010,4
1373,,,,,,,,,0
1374,0,0,0,0,0,0,0,,0
1375,1,0,0,0,0,0,0,2022,1
1376,,,,,,,,,0
1377,1,1,0,0,0,0,,,2
1378,1,1,1,1,1,1,,vor 2010,6
1379,1,1,1,1,1,1,,2013,6
1380,0,1,1,1,1,1,1,2020,6
1381,1,1,1,0,1,1,1,2016,6
1382,,,,,,,,,0
1383,,,,,,,,,0
1384,0,1,0,0,0,0,1,2019,2
1385,,,,,,,,,0
1386,0,0,0,0,0,0,,2021,0
1387,,,,,,,,,0
1388,,,,,,,,,0
1389,1,1,0,0,0,1,0,2021,3
1390,,,,,,,,,0
1391,,,,,,,,,0
1392,0,1,1,1,1,1,1,2020,6
1393,0,0,0,1,0,0,0,2017,1
1394,1,1,0,0,0,0,,2021,2
1395,,,,,,,,,0
1396,0,1,0,0,0,1,,2016,2
1397,,,,,,,,,0
1398,,,,,,,,,0
1399,,,,,,,,,0
1400,,,,,,,,,0
1401,,,,,,,,,0
1402,,,,,,,,,0
1403,0,1,0,0,0,0,,2016,1
1404,1,0,0,0,0,0,0,,1
1405,0,1,1,0,0,1,0,2019,3
1406,0,0,1,0,1,0,,2022,2
1407,0,1,0,0,1,1,,2012,3
1408,1,0,0,1,0,1,0,2021,3
1409,1,1,0,0,1,0,1,vor 2010,4
1410,,,,,,,,,0
1411,,,,,,,,,0
1412,0,0,0,0,1,0,,2022,1
1413,1,1,0,1,1,1,,2021,5
1414,1,1,0,1,1,1,1,,6
1415,,,,,,,,,0
1416,,,,,,,,,0
1417,1,1,1,0,0,1,1,2019,5
1418,,,,,,,,,0
1419,,,,,,,,,0
1420,1,1,1,0,0,1,1,2018,5
1421,1,1,0,1,1,1,,2015,5
1422,0,1,0,1,1,1,,,4
1423,0,1,0,0,0,0,,2017,1
1424,0,1,0,0,1,0,,,2
1425,,,,,,,,,0
1426,0,0,0,0,0,0,0,2013,0
1427,0,1,0,0,0,1,,,2
1428,1,1,0,1,0,1,,2021,4
1429,,,,,,,,,0
1430,,,,,,,,,0
1431,1,0,0,0,0,0,,,1
1432,,,,,,,,,0
1433,0,0,0,0,0,0,1,vor 2010,1
1434,,,,,,,,,0
1435,1,0,0,0,0,0,0,2020,1
1436,1,1,1,1,1,1,,2018,6
1437,0,1,1,0,0,1,,2022,3
1438,,,,,,,,,0
1439,,,,,,,,,0
1440,0,1,0,1,0,1,1,2022,4
1441,1,1,1,1,1,1,1,2010,7
1442,,,,,,,,,0
1443,,,,,,,,,0
1444,,,,,,,,,0
1445,1,0,0,0,1,0,,2018,2
1446,,,,,,,,,0
1447,0,1,0,0,0,1,,2016,2
1448,1,1,1,1,1,1,,2022,6
1449,,,,,,,,,0
1450,0,0,0,0,0,0,0,vor 2010,0
1451,,,,,,,,,0
1452,,,,,,,,,0
1453,,,,,,,,,0
1454,,,,,,,,,0
1455,1,0,0,1,0,0,0,2010,2
1456,,,,,,,,,0
1457,0,0,0,0,1,1,,2019,2
1458,0,1,0,0,0,1,,2015,2
1459,0,0,0,0,0,0,1,2021,1
1460,,,,,,,,,0
1461,1,0,0,0,0,0,1,2012,2
1462,0,1,0,0,1,0,,2022,2
1463,0,1,0,1,0,1,,2021,3
1464,1,1,0,1,1,1,1,2020,6
1465,0,1,1,0,0,0,,2022,2
1466,0,1,0,0,1,1,1,2018,4
1467,,,,,,,,,0
1468,1,1,0,0,0,0,,2022,2
1469,,,,,,,,,0
1470,1,1,0,1,1,1,1,2019,6
1471,,,,,,,,,0
1472,0,1,0,0,0,0,,,1
1473,1,1,0,1,1,0,1,2017,5
1474,,,,,,,,,0
1475,1,1,0,1,1,1,0,,5
1476,0,0,0,1,0,0,0,2020,1
1477,1,1,0,0,0,1,1,2021,4
1478,,,,,,,,,0
1479,1,0,0,0,1,0,,2017,2
1480,1,1,0,0,0,1,,2020,3
1481,1,1,0,0,0,0,,2022,2
1482,0,1,1,1,1,1,,,5
1483,,,,,,,,,0
1484,0,0,0,0,0,0,1,2018,1
1485,,,,,,,,,0
1486,0,0,0,0,1,1,,2018,2
1487,0,0,0,1,1,1,,vor 2010,3
1488,,,,,,,,,0
1489,,,,,,,,,0
1490,1,1,0,1,1,1,,2016,5
1491,,,,,,,,,0
1492,0,1,1,1,1,1,1,,6
1493,0,0,0,1,1,0,0,,2
1494,0,1,1,0,0,1,1,2018,4
1495,,,,,,,,,0
1496,1,1,0,0,0,0,0,2019,2
1497,0,1,0,0,0,0,,2021,1
1498,,,,,,,,,0
1499,,,,,,,,,0
1500,,,,,,,,,0
1501,1,0,1,1,0,1,1,2021,5
1502,1,0,0,0,0,0,0,2013,1
1503,0,1,1,1,0,1,,2022,4
1504,1,1,1,1,1,1,1,2018,7
1505,1,1,0,1,1,1,1,2021,6
1506,1,1,0,1,1,0,1,,5
1507,1,1,0,1,1,1,,2022,5
1508,1,1,1,1,1,1,1,2020,7
1509,,,,,,,,,0
1510,0,1,0,0,0,1,,2021,2
1511,1,1,1,0,0,0,,2022,3
1512,,,,,,,,,0
1513,1,1,0,0,0,0,,2014,2
1514,1,1,0,1,1,1,,2014,5
1515,,,,,,,,,0
1516,1,0,1,0,0,1,,2021,3
1517,1,1,0,1,1,1,1,2019,6
1518,1,1,0,1,0,1,,2014,4
1519,1,1,1,1,1,1,1,2018,7
1520,,,,,,,,,0
1521,1,1,0,0,0,1,0,2021,3
1522,,,,,,,,,0
1523,1,1,0,1,0,1,1,,5
1524,0,1,1,1,0,1,,,4
1525,0,0,0,1,1,1,,2020,3
1526,0,1,1,0,0,1,,,3
1527,,,,,,,,,0
1528,1,1,1,0,0,0,0,2022,3
1529,,,,,,,,,0
1530,,,,,,,,,0
1531,0,1,0,0,0,0,,2020,1
1532,0,1,0,0,0,1,,2020,2
1533,,,,,,,,,0
1534,,,,,,,,,0
1535,0,0,0,0,0,0,0,2022,0
1536,1,1,1,1,0,1,1,2020,6
1537,0,0,0,0,0,0,,vor 2010,0
1538,0,1,0,0,0,0,1,2021,2
1539,1,1,1,0,0,0,0,vor 2010,3
1540,0,1,0,1,1,0,1,2019,4
1541,,,,,,,,,0
1542,,,,,,,,,0
1543,1,1,0,0,0,1,1,2021,4
1544,0,1,0,0,0,1,0,2016,2
1545,,,,,,,,,0
1546,1,1,0,1,1,1,1,2022,6
1547,,,,,,,,,0
1548,0,0,0,1,0,0,1,2019,2
1549,,,,,,,,,0
1550,1,1,1,1,1,1,,2022,6
1551,,,,,,,,,0
1552,,,,,,,,,0
1553,,,,,,,,,0
1554,,,,,,,,,0
1555,,,,,,,,,0
1556,0,1,1,0,0,1,1,2021,4
1557,0,1,0,1,0,0,,2022,2
1558,1,1,0,1,0,1,,2015,4
1559,0,1,0,0,0,0,1,2022,2
1560,1,1,0,0,0,1,,,3
1561,1,1,0,0,0,1,,vor 2010,3
1562,1,1,0,0,0,1,1,vor 2010,4
1563,1,0,0,0,0,0,,vor 2010,1
1564,0,1,0,0,0,1,0,2022,2
1565,0,0,0,0,0,0,,2010,0
1566,,,,,,,,,0
1567,,,,,,,,,0
1568,,,,,,,,,0
1569,,,,,,,,,0
1570,0,1,0,0,0,0,0,2010,1
1571,,,,,,,,,0
1572,0,1,0,0,1,0,0,2011,2
1573,,,,,,,,,0
1574,1,0,0,0,0,0,,2017,1
1575,1,1,0,0,0,1,,2022,3
1576,1,1,0,1,1,0,,2010,4
1577,,,,,,,,,0
1578,0,1,0,0,0,0,0,2019,1
1579,1,1,0,1,1,1,1,2022,6
1580,0,0,0,0,0,0,1,2022,1
1581,,,,,,,,,0
1582,,,,,,,,,0
1583,,,,,,,,,0
1584,,,,,,,,,0
1585,1,0,0,0,1,0,0,2021,2
1586,,,,,,,,,0
1587,,,,,,,,,0
1588,1,1,0,0,0,0,,vor 2010,2
1589,0,1,0,0,0,0,0,2020,1
1590,1,1,1,1,1,1,,2021,6
1591,0,1,0,1,1,0,,2017,3
1592,0,1,0,1,1,1,,2022,4
1593,,,,,,,,,0
1594,0,1,0,0,0,0,0,,1
1595,1,1,0,1,1,1,,2022,5
1596,1,0,0,0,0,0,,2010,1
1597,1,0,0,0,0,0,,2018,1
1598,,,,,,,,,0
1599,,,,,,,,,0
1600,,,,,,,,,0
1601,1,1,0,0,0,1,,2011,3
1602,1,1,0,0,0,0,,2018,2
1603,,,,,,,,,0
1604,0,0,0,0,0,1,1,2022,2
1605,1,1,0,0,0,0,1,2018,3
1606,0,1,1,0,0,0,,2013,2
1607,0,0,0,0,0,0,,2022,0
1608,0,0,0,0,0,0,0,,0
1609,0,1,0,0,0,1,,2012,2
1610,1,1,1,0,0,0,,2022,3
1611,0,1,0,0,0,1,1,2010,3
1612,1,1,1,1,1,1,,2015,6
1613,,,,,,,,,0
1614,0,1,0,0,0,1,,2013,2
1615,1,1,1,1,1,1,,2020,6
1616,0,1,0,1,0,0,,2021,2
1617,,,,,,,,,0
1618,0,1,1,0,1,0,,2022,3
1619,1,0,0,0,0,0,,2022,1
1620,,,,,,,,,0
1621,,,,,,,,,0
1622,,,,,,,,,0
1623,0,1,0,1,0,1,,2020,3
1624,0,1,0,0,0,1,,2022,2
1625,1,1,0,0,1,0,1,2020,4
1626,,,,,,,,,0
1627,,,,,,,,,0
1628,,,,,,,,,0
1629,,,,,,,,,0
1630,,,,,,,,,0
1631,1,0,0,0,1,0,1,2015,3
1632,0,1,0,0,0,1,,vor 2010,2
1633,1,1,0,0,0,0,1,2017,3
1634,,,,,,,,,0
1635,1,1,0,1,1,1,,2013,5
1636,0,0,0,1,0,0,,2018,1
1637,0,0,0,0,0,0,1,vor 2010,1
1638,0,1,0,1,0,1,1,2012,4
1639,,,,,,,,,0
1640,,,,,,,,,0
1641,1,0,0,0,0,1,0,2021,2
1642,,,,,,,,,0
1643,1,1,1,0,0,0,,2014,3
1644,1,1,0,1,1,1,,2022,5
1645,,,,,,,,,0
1646,1,0,0,0,0,1,,2020,2
1647,0,0,0,0,0,0,,,0
1648,1,1,1,0,0,1,1,2022,5
1649,0,0,0,1,0,0,0,vor 2010,1
1650,,,,,,,,,0
1651,,,,,,,,,0
